id		sentence		sentiment
34164		미안한데 LG는 모바일 정리하고 오로지 중저가 제품 하나로 가서 내실을 다져야 할 것 같다		혐오
34165		유재석이 박근혜보다 낫다.		혐오
34166		아이고 방귀문이랑 바끄네가 슬퍼하겠네...		혐오
34167		전쟁 일어나도 지진 일어나도 대갈통 올림머리 하나?		혐오
34168		왜 켈빈 헤리스 나이만 공개하냐 결별은 테일러와 히들이 해놓고 기자 반성해라...		혐오
34169		뿌웅 ~~~ 방구나 먹어라 ~~~		혐오
34170		내새끼가 아니어도.. 내 지인이 아니어도.. 그저 하염없이 애가 타고 눈물이 나서 일손이 안잡히던 때다.. 이 나쁜..녀ㄴ아		혐오
34171		박근혜는 자기한테 나쁜 말 하면 발끈혜..		혐오
34172		낙천은 무슨..노골적으로 삼성 응원하고 해설하구결국 사기쳐서 지인생 망친거..		혐오
34173		미친넌 하나 때문에 이게 뭔 난리냐! 차라리 자결을 해라..		혐오
34174		그냥 아무것도 하지말란말야		혐오
34175		이런건 누구나 할수잇어 물론 똥센징들에겐 너무 힘든일이지		혐오
34176		이제 신용이 안간다,,,,,몇일째 기상예보 0%자나		혐오
34177		쌍판떼기 개때리고 싶네		혐오
34178		박통은 암이다. 깨끗히 도려내자. 대한민국 바로 세우자.		혐오
34179		똘아이도 이런 개똘아이는 본적이 없어.. 무뇌야?		혐오
34180		누구의 싹이 잘리나 보자....		혐오
34181		우리도 중국가는거 다른데로 가야하지 않나? 중국의 딴지		혐오
34182		제발 집안단속 잘 해라		혐오
34183		미련한 한민족.		혐오
34184		순실아 상봉역 근처에 아파트 많이 삿니?		혐오
34185		국민은 탄핵을 원한다...지켜보자 새누리		혐오
34186		써글년 생긴대로 노네. 저 집구석은 씨를 말려야 한다		혐오
34187		저런 중요한자리를 안가고 아프리카를 간다는게 말이돼? 한숨나온다...		혐오
34188		닭띠해 청와대에 꼬꼬덱 에구 머리야!		혐오
34189		솔직히 맞는말이지 헌법위에 떼법을 일반국민도아닌 국회의원이란자들이		혐오
34190		박근혜보다 김정은이 진실하다		혐오
34191		속빈강정이다한마디로 나라팔아 먹을놈이지		혐오
34192		반장어....... 혀놀림이 기가 막힌다지..... 기름 좌르르....		혐오
34193		짱깨들 지20 끝나니까 미뤄뒀던 고등어 막 구워 처 먹나 봅니다.		혐오
34194		역쉬 자기 자리 찾아 가는구나 너희는 딱9위 ㅋㅋㅋㅋㅋ		혐오
34195		아부에는 선수빰치네		혐오
34196		재산몰수는언제하냐..		혐오
34197		미개하고 무지한 짱꼴라 나라에 국제사회가 편들어줄리없지 당연..		혐오
34198		너만 빼고 손흥민 잘하는거 다알고있엇을꺼야 감독새꺄		혐오
34199		댓글비율 30대 노총각들이 왤케 많아? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ		혐오
34200		블랙박스 영상은 왜 지웠을까..??		혐오
34201		국적불문하고 어디에나 수준 낮은 언론이 문제 네요		혐오
34202		그전에 니놈 먼저 찾아내 처형할듯 ㅡㅡ;;		혐오
34203		저기다가 디바궁한방 쏘고싶다		혐오
34204		모아논돈이 꽤 있나보군		혐오
34205		윤길현 인성이 아닌데야구가 되겠니?		혐오
34206		이게 다 오유때문이다		혐오
34207		너만 빠지면 된다		혐오
34208		4월 퇴진은 국민이 반려했음 즉각퇴진만이		혐오
34209		아무튼 이나라에선 정상이 아닌 미친것들은 개패듯이 패는게 답이다.		혐오
34210		더우면 약냉방칸으로 가시는게 맞고 쌍팔년도 선풍기 1호선으로 가야 정신차릴듯..		혐오
34211		관심꺼라 전기 민영화 기사 떳다		혐오
34212		왜하필 이정희인가...		혐오
34213		용인할 테니까 짱깨를 바다에 수장시키자		혐오
34214		분명 아까 방금전까지만 해도 60미리라고 했다...		혐오
34215		비판이 아니라 빙판 ..기자야....		혐오
34216		벌금없이 징역형만으로바꿔봐라 저러나		혐오
34217		돈 안주면 일하는 의미가없잖아 나쁜놈들		혐오
34218		소비자를 우롱하는 폭스바겐은 나가라!		혐오
34219		넌 누구니? 못생겨서		혐오
34220		이제 고마해라~사십년동안 해쳐먹었음 배터지겠다		혐오
34221		여배우는 박지은이 아니지... 솔직히 박지은이 전지현 덕본거지		혐오
34222		피디랑 신정환 둘다 간보기하는거지 ㄲㄲ		혐오
34223		문화재청 놈들의 손에서 문화재는 문화재가 아니라 화재일 뿐이다.		혐오
34224		안...안예뻐...		혐오
34225		만약 블랙리스트문서 나오면 무기징역 하시길		혐오
34226		순실이누나한테 부탁해보지 그래? ㅡㅡㅡㅡ		혐오
34227		계속 사고치는데 계속 나오는건 뭔가 빽이 있다는거다.		혐오
34228		가디언하고 메갈리언히고 싸우면 누가 이김?		혐오
34229		잡아서 아스팔트에 비벼서 골로 보낼 인간들이 너무 많다.		혐오
34230		가만 보면 얘도 드라마 해서 성공한 게 별로 없는데 항상 보면 주연 하더라.. 연기도 그저 그렇고		혐오
34231		댓글보면 질투와 부러움에 손가락이 떨리나 보지? ㅎㅎㅎ		혐오
34232		배신자비박은 새누리당에 남아있을 자격없다.		혐오
34233		힘들게 다시 야구 할수 있게 됐으면 오해살만한 행동 하지도 말고 겸손하게좀 하자.		혐오
34234		군기밀유출죄에 걸린다고 협박 받으셨나 군법이 더 쎄다고 하믄서		혐오
34235		기춘이 미쿠라지는소금뿌려서잡아와야되는데		혐오
34236		꼭 저런 넘들이 나라 망한다고 혀 끌끌 차고 다님 ㅉㅉㅉ 쓰레기넘들		혐오
34237		손흥민 밑 다 지잡		혐오
34238		지롤을 하세요		혐오
34239		김사부좀보고양심좀배워라		혐오
34240		연합 지상파 될때부터 이 뉴스안봄 수구꼴통들의 제대로된 앞잡이가 됬음		혐오
34241		한물갔다고 욕하더니ㅋㅋ막상 길가 걸어다니면 다 하고 있음		혐오
34242		미췬것들이 한둘이 아니야...		혐오
34243		면상에 화장한것과 안한것이 완전 다르긴 하네.노인네.		혐오
34244		명동은 좀 망해주길 ㅋㅋㅋㅋ		혐오
34245		원숭이가 날뛰네....		혐오
34246		언론사도 본인들이 보관한 증거 꽤 있을듯.		혐오
34247		물러나라 쫌! 당신만 없으면 됨		혐오
34248		어쩌나 대한민국.		혐오
34249		6천원이면 김밥xx집 가서 참치김밥 두줄사먹는게 백배낫겠네		혐오
34250		자신이 일궈내서 얻어낸 것도 아닌 주제에 뻔뻔스럽게 대가를 더 요구하는 전형적인 조선인의 모습		혐오
34251		짱꼴라..도둑질해서 마니 따라왔네.		혐오
34252		전세계를 사깇치고 왜 또 나왔노		혐오
34253		세월호 생각하면 마음이 너무 아프네요... 정말 정부가 원망스럽습니다!!!		혐오
34254		하기야 닭의 기억력이 며칠못가더라 그러니까 말을 뒤집지뭐 9네야 최소한 사람을 닮아가라국민은 니가 속죄하길 바란다		혐오
34255		군대 까는 몽 랩 부르더니니도 다를ㄱㅔ 없구나		혐오
34256		이참에 마약이나 도박으로 삼중살은 어떠냐		혐오
34257		미티겠다,없는사람은 서울에서 살지 말라는 얘기다.평양식이네? 원숭아!		혐오
34258		신은경 볼수록 밉상이네		혐오
34259		난 단통법 좋던데? 악플다는 애들은 대부분 폰팔이 및 가족들인가???		혐오
34260		일본의 마루타 ,현재는 군의관의 마루타지		혐오
34261		세상에 저 대형사고내놓고 튄거야?		혐오
34262		이자슥 사람 잘 못 봤다 하더만...웃긴 자슥이네		혐오
34263		이제와서 피해자코스프레하지마라 공범일뿐이니까		혐오
34264		악질 쓰레기		혐오
34265		이피엘 하위권팀에 가도 얜 후보		혐오
34266		눈물의 똥꼬쇼를 보고 계십니다.		혐오
34267		우리나라국회에 풀어놓죠		혐오
34268		원래 비싼 변호사 사면 살인도 면함. oj심슨 사건 유명하잖아.		혐오
34269		조수보다 못그리면 그게 미술인이냐		혐오
34270		대한민국을 사랑하는 마음이 남아 있다면 스스로 물러나셔야합니다		혐오
34271		방어율 99.9라서 등번호 99로 지었냐		혐오
34272		그 애비에 그 자식.		혐오
34273		손연재는 뭐하는데 소속사도있냐?		혐오
34274		민주당 새누리 할거없이 각종이익사업에 얽혀있고 특권의식에...		혐오
34275		그냥 이제 티비에 나오지말자인성 진짜 나쁘네...		혐오
34276		장가 가기는 힘들듯		혐오
34277		존나 무식한 기자로..		혐오
34278		아무리 변호인이라 해도 너무 하네 돈에 눈이 퉈 나오네		혐오
34279		어디서개구라를		혐오
34280		그렇게 당당한데 얼굴은 왜 가렸어요		혐오
34281		하여간 맨유는 후..		혐오
34282		가을야구 하면 코딱지만한 광주구장 다 채울수 있나 ??? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ		혐오
34283		ㄹㅇ 중국 같은 팀한테 어떻게 겨우 3대2로 이기냐?? ㅡㅡ		혐오
34284		판매를 하지만 과연 삼성이 리콜기기를 새기기로 둔갑 했어 판매를 하는냐		혐오
34285		기상캐스터들보면 진짜 생각이 없어보입니다.		혐오
34286		조진웅이 언제부터 대단했다고 무슨 해결사 드립치냐?		혐오
34287		제는 처음봤을때부터 관상이 너무 안좋았음.		혐오
34288		전여옥말에 의하면 우리근혜여왕께서도 햄버거를 포크로 쳐드셨다죠.		혐오
34289		남조선하고 북조선 거기서 거긴데 김치를 먹나 못 먹나 차이야 남조선주제 비천한것들		혐오
34290		짱개들 해도너무 했다		혐오
34291		성능도 떨어지는 것을 더 비싸게 팔고있다.		혐오
34292		순교는 지가 하던가..........		혐오
34293		진짜 그런식으로 축구하면안되는데 맨유는 그런식으로는 안한다		혐오
34294		나쁜놈들 북극 빙하 녹히려고 별 수를 다 쓰네.		혐오
34295		파업이 국가 경제에 미치는 영향은 엄청나고국제 경쟁력을 다시 원상회복하는것은 거의 불가능하다!!!		혐오
34296		근데 문재인은 아니다.		혐오
34297		돌싱이 무슨.....		혐오
34298		결혼생활까지 김치년만나서 고생하고싶냐		혐오
34299		에휴 진짜 골빈년들....		혐오
34300		엔진오일 주기도 모르는뇬들이지ㅋㅋㅋㅋ		혐오
34301		허허허 민심이 떠났으니 미국으로 돌아가세요		혐오
34302		웃기시네.한명 .정와대 개입없인 일어나지 못할일이다.		혐오
34303		세월호 7시간, 청와대 우스운 해명 뿐,살인교사&과실치사징역 3000년		혐오
34304		애초에 만드는거부터가 부실투성이니 여기저기 녹슬고 난리부터 나지...		혐오
34305		제일기획아 니들이 원한게 이거였냐		혐오
34306		김정일 목따러간다한사람 그기분 이해된다...		혐오
34307		이건 남자분의 잘못이큽니다!		혐오
34308		유로파도 못가는 감독 주제에 핑계 15졌고~~~		혐오
34309		계집들은 집안일이나 할것이지 ㅋㅋㅋㅋ		혐오
34310		풉... 택시기사를 20대가 한다고 생각해봐라.		혐오
34311		니네 싼똥 니네가 솔선수범 법의 심판받고 치워라.		혐오
34312		동정심이 아니라 그냥 인간 같지도 않은게 껍데기만 인간으로 사는구나..		혐오
34313		쪽발아.쪽발아.		혐오
34314		왜 도데체 이걸로 삼성 이미지가 좋아진다는거지?		혐오
34315		슈틸리케 명감독 아님.		혐오
34316		창피해 죽겠다.		혐오
34317		당신들이 박정희, 전두환때 있었던 비리들을 제대로 해결하지 않고 잘못해도 정부만 옹호해주니 나라꼴이 이렇게 됐습니다.		혐오
34318		난 언론을 제일 못믿겠다		혐오
34319		북유럽이나 네델란드애들이 평균은 180넘지만 나보다 큰애들 별로거의 없음...		혐오
34320		박유천에게 실망하든 안하든 악플러 니들이 뭔 상관임?		혐오
34321		엄마.아빠가 좀 덜떨진애을 낳구만~		혐오
34322		짱깨새키들 15억 인구로 5천만인구가진 대한민국에 문화 속국되겠네 ㅋㅋㅋㅋ		혐오
34323		쓰레기 저질국가는 안가는게 상책이다.		혐오
34324		세금으로 쳐 놀고 먹는것도 배아프다.		혐오
34325		레알은 왜또 꿀빰??		혐오
34326		여성부는 실패한 정책이다.		혐오
34327		쫒겨나라		혐오
34328		문제는 둘다 노무현 따까리들이라서 동족상잔이 되거든. ㅋㅋㅋㅋ		혐오
34329		지난번 촛불에 슬그머니 이석기석방 현수막을 단자들은 누군가...		혐오
34330		기래기가 조선까지 들먹이며 최고의 변호를 하는군...		혐오
34331		한국에 지휘체계가 엉망인줄 알고 있는 일본정부!		혐오
34332		무도충들 많네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ		혐오
34333		이대 입시담당관...책임이 없지...		혐오
34334		어느 협회는 회장까지 출동해서 뒷바라지하고 이것들은 말단직원 보내는 돈도 아까워서 안보내고...		혐오
34335		최순실 박근혜는 10조 은닉하고...		혐오
34336		그럼 위안부도 돈 받지 말았어야지..		혐오
34337		반려자로써 절대 좋지않지..		혐오
34338		인스턴트 문화 극혐....		혐오
34339		이곳에 인권이 존재하나?		혐오
34340		구라구라구라청 ㅡ.ㅡ 슈퍼컴은 왜샀냐?		혐오
34341		우리나라 인터넷 우익의 특징을 우리나라보다 일본을 좋아한다는거ㅋㅋㅋㅋㅋㅋㅋㅋ		혐오
34342		한국이 핵낙진까지 뒤집어쓸 각오로 사드로 든든하게 방어해드릴테니 걱정말고 무장하십쇼 일본형님들		혐오
34343		와~실어증 걸렸다던 사람이 토요일에 세씨봉공연한다네요		혐오
34344		조강지처 버리더니 애들도 다뺏기네 ㅋ		혐오
34345		악플보소 기가찬다 다들 시집 못가 열불나셧소?		혐오
34346		진짜 저런짓 하는 일본도 대단하다...		혐오
34347		박근혜가 지킨 유일한 선거공약, "국민대통합" 진짜 진정한 꼴통이다		혐오
34348		왜 시간끌지? 답답하네		혐오
34349		다른일에는 졸 빨리 언론플레이하던 박원숭옹은 어디계시나??		혐오
34350		진짜 이해 안되는 부부네..		혐오
34351		이제는 전라도 분들이 미는 사람은 절대로 대통령만들면 안된다.		혐오
34352		팬택 망하게 한 회사가 삼성이다...		혐오
34353		더욱분발하여 재용이 들어가잇는데 나왓을때 놀라게 해주세요		혐오
34354		그동안 그렇게 팔아먹으면서 이득 남길때만 좋았지...		혐오
